id,unite,konu_alt_basligi,kazanım,soru_tipi,bloom,zorluk,gorsel_turu,veri_yapisi,on_bilgi,matematiksel_beceriler,baglam,kaynak_yil,dogru_cevap,image_path,kazanım_len,baglam_len,kazanım_kelime_sayisi,baglam_kelime_sayisi,kazanım_ort_kelime,baglam_ort_kelime,on_bilgi_sayisi,mat_beceri_sayisi,bloom_ordinal,gorsel_karmaşıklık,veri_yapisi_karmaşıklık
S153-2023-VeriAnalizi,Veri Analizi,Daire Grafik + Tablo – Gelir Hesaplama,Daire grafiği ve tablo verilerini birleştirerek toplam geliri hesaplar.,Problem Çözme,Uygulama,4,Daire Grafik + Tablo,Ağaç oranı → Ağaç sayısı ilişkisi → Ürün kg → Gelir hesaplama,Oran-orantı | Yüzde – bütün ilişkisi | Çarpma ve toplama | Birime göre gelir hesaplama,Oran kurma | Hesaplama | Veri birleştirme | Çok adımlı problem çözme,Meyve bahçesi – ürün ağırlığı ve satış geliri,2023,D,images/veri_analizi_153.png,71,45,9,8,7.888888888888889,5.625,4,4,2,3,3
S154-2024-VeriAnalizi,Veri Analizi,Kesir Şeridi → Daire Grafik Dönüşümü,Kesir şeridiyle verilen oranları yorumlar ve daire grafiğine dönüştürür.,Grafik Yorumlama ve Dönüştürme,Analiz,4,Kesir Şeridi + Daire Grafik,Kesir şeridi → oran → daire grafiği açısı,Kesir – bütün ilişkisi | Oran–pay hesaplama | Açı hesaplama (360° katsayısı) | Grafik okuma,Oran kurma | Karşılaştırma | Dönüştürme | Hesaplama,Okul sınıf mevcudu – öğrenci dağılımı,2024,D,images/veri_analizi_154.png,72,37,9,6,8.0,6.166666666666667,4,4,3,3,3
S155-2024-VeriAnalizi,Veri Analizi,Çizgi + Sütun Grafik – Sayfa ve Puan İlişkisi,Farklı grafiklerde verilen verileri birleştirerek toplam değeri hesaplar.,Grafik Yorumlama + Problem Çözme,Analiz,4,Çizgi Grafik + Sütun Grafik,Çizgi grafik → sayfa sayısı | Sütun grafik → puan → ters hesaplama,Oran–puan ilişkisi | Toplamdan eksik veriyi bulma | Grafik okuma,Ters işlem | Toplama | Çarpma/bölme | Veri ilişkilendirme,Haftalık kitap okuma – sayfa/puan ilişkisi,2024,B,images/veri_analizi_155.png,73,42,8,6,9.125,7.0,3,4,3,3,3
S156-2025-VeriAnalizi,Veri Analizi,Daire Grafik + Sütun Grafik + Tablo – Net ve Puan Hesaplama,Farklı veri gösterimlerini bir arada kullanarak toplam puanı hesaplar.,Grafik Yorumlama + Hesaplama,Analiz,4,Daire Grafik + Sütun Grafik + Tablo,Daire grafik → soru sayısı | Tablo → yüzde | Sütun grafik → net başı puan → toplam puan,Yüzde hesaplama | Net hesaplama | Puan katsayısı kullanma | Çoklu grafik-tablo ilişkilendirme,Oran-orantı | Çarpma ve toplama | Veri bütünleştirme | Çok aşamalı işlem,LGS denemesi – branş bazında puan hesaplama,2025,C,images/veri_analizi_156.png,70,43,9,7,7.777777777777778,6.142857142857143,4,4,3,3,3
S157-2023-VeriAnalizi,Veri Analizi,Daire Grafik + Tablo – Gelir Hesaplama,Grafik ve tablo verilerini birleştirerek günlük ortalama geliri hesaplar.,Grafik Yorumlama + Problem Çözme,Analiz,4,Daire Grafik + Tablo,Daire grafik → adet oranı | Tablo → birim fiyat → toplam gelir,Oran–açı ilişkisi (360°) | Birim fiyat kullanımı | Toplamdan günlük ortalama bulma,Oran-orantı | Çarpma ve bölme | Toplama | Veri bütünleştirme,Kırtasiye satışları – gelir analizi,2023,B,images/veri_analizi_157.png,73,35,9,5,8.11111111111111,7.0,3,4,3,3,3
S158-2022-VeriAnalizi,Veri Analizi,Daire Grafik + Tablo – Ters Oran ve En Fazla Bulma,Grafikte verilen doğru sayılarını kullanarak toplam soru sayısını hesaplar.,Grafik Yorumlama + Problem Çözme,Analiz,4,Daire Grafik + Tablo,Daire grafik → doğru dağılımı | Tablo → toplam soru sayısı | Koşul → en fazla değer,Oran–açı ilişkisi (360°) | Yüzde hesaplama | Ters işlem | Kısıtlı en büyük değer bulma,Oran kurma | Ters işlem | İnequalities (büyüklük ilişkisi) | Veri bütünleştirme,Ders bazında soru çözümü ve doğru oranı,2022,A,images/veri_analizi_158.png,75,39,9,7,8.333333333333334,5.571428571428571,4,4,3,3,3
S159-2024-VeriAnalizi,Veri Analizi,Daire Grafik – Oran ve Tekrarlı Dizilim,Tekrarlayan nesnelerin oranlarını hesaplar ve daire grafik üzerinde gösterir.,Grafik Yorumlama + Problem Çözme,Analiz,4,Daire Grafik,Tekrarlı boncuk dizisi → her renk için toplam uzunluk → oran → açı,Çevre/uzunluk hesabı | Oran bulma | Açı hesaplama (360°) | Tekrarlı örüntü,Toplama | Oran-orantı | Çarpma | Dönüştürme,Teknoloji dersi – boncuk dizilimi ve grafikle gösterme,2024,C,images/veri_analizi_159.png,77,54,9,8,8.555555555555555,6.75,4,4,3,2,3
S160-2024-VeriAnalizi,Veri Analizi,Sütun Grafik + Daire Grafik Dönüşümü,Sütun grafik verilerini daire grafiğine dönüştürerek yorumlar.,Grafik Yorumlama + Problem Çözme,Analiz,4,Sütun Grafik + Daire Grafik,Sütun grafik → Oran → Açı → Karşılaştırma,Açı-oran ilişkisi | Toplam oy sayısı | Fark bulma | Karşılaştırma,Oran kurma | Açı hesaplama | Çıkarma | Karşılaştırma,Okul temsili seçimi – oy dağılımı,2024,A,images/veri_analizi_160.png,62,33,7,6,8.857142857142858,5.5,4,4,3,3,3
S160-2020-VeriAnalizi,Veri Analizi,Sütun Grafik + Daire Grafik Dönüşümü,Sütun grafik verilerini daire grafiğine dönüştürerek yorumlar.,Grafik Yorumlama + Problem Çözme,Analiz,4,Sütun Grafik + Daire Grafik,Sütun grafik → Oran → Açı → Karşılaştırma,Açı-oran ilişkisi | Toplam oy sayısı | Fark bulma | Karşılaştırma,Oran kurma | Açı hesaplama | Çıkarma | Karşılaştırma,Okul temsili seçimi – oy dağılımı,2020,B,images/veri_analizi_160.png,62,33,7,6,8.857142857142858,5.5,4,4,3,3,3
S162-2024-VeriAnalizi,Veri Analizi,Daire Grafik – Yüzde ve Miktar Aktarma,Daire grafikte kutulardaki başlangıç oranlarını kullanarak kutular arası miktar aktarımı sonrası yeni yüzdeyi hesaplar.,Grafik Yorumlama + Problem Çözme,Analiz,4,Daire Grafik,Daire grafik → başlangıç oranları → A ve C’den B’ye aktarılan miktar → yeni B oranı (yüzde),Açı–oran ilişkisi (360°) | Yüzde hesaplama | Toplam sabit kalırken miktar aktarma | Oran güncelleme,Oran-orantı | Yüzdeyle işlem | Toplama ve çıkarma | Mantıksal çıkarım,Kutulardaki topların dairesel grafikte gösterimi,2024,C,images/veri_analizi_162.png,119,48,14,5,8.5,9.6,4,4,3,2,3
S163-2019-VeriAnalizi,Veri Analizi,Daire Grafik – Başlangıç Miktarını Bulma,Grafiklerde verilen açılara göre başlangıçtaki toplam miktarı hesaplar ve işlem sonrası oluşan dağılımı ilişkilendirir.,Grafik Yorumlama + Problem Çözme,Analiz,4,İki Daire Grafik,Grafik 1 (başlangıç oranları) → Her markadan 15 çıkarma → Grafik 2 (yeni oranlar) → Toplamı bulma,Açı–oran ilişkisi (360°) | Eşit miktar çıkarma | Oran karşılaştırması | Denklem kurma,Oran-orantı | Denklem kurma | Toplama-çıkarma | Mantıksal çıkarım,Galerideki araçların marka bazlı dağılımı,2019,C,images/veri_analizi_163.png,119,41,14,5,8.5,8.2,4,4,3,2,3
S164-2018-VeriAnalizi,Veri Analizi,Daire Grafik – İade ve Net Sayı Dağılımı,Daire grafik ve yüzde bilgilerini kullanarak iade sonrası dağılımı analiz eder ve değişmeyen oranı belirler.,Grafik Yorumlama + Karşılaştırma,Analiz,4,Daire Grafik + Sütun Grafik,Başlangıç daire grafiği → İade yüzdeleri → İade sayısından toplamı bulma → Yeni dağılımı oluşturma → Değişmeyen açıyı bulma,Yüzde – miktar ilişkisi | Açı – oran ilişkisi (360°) | Net sayıyı hesaplama | Karşılaştırma,Oran-orantı | Yüzde hesaplama | Çıkarma | Karşılaştırma ve yorumlama,E-ticaret sitesinde ürün satışı ve iade yüzdeleri,2018,B,images/veri_analizi_164.png,108,49,15,7,7.2,7.0,4,4,3,3,3
S165-2021-VeriAnalizi,Veri Analizi,Daire Grafik – Oran Değişimi ve Yüzde Artışı,Grafiklerde verilen oranları kullanarak miktar artışını ve yüzde değişimini hesaplar.,Grafik Yorumlama + Problem Çözme,Analiz,4,Daire Grafik,Başlangıç oranları → Boş alandan buğdaya ekleme → Buğday miktarının %30 artması → Boş alan yüzdesini bulma,Açı–oran ilişkisi (360°) | Oran-orantı | Yüzde artışı | Birim dönüştürme,Oran kurma | Yüzde hesaplama | Denklem kurma | Mantıksal çıkarım,Tarla alanlarının ekin türlerine göre dağılımı,2021,C,images/veri_analizi_165.png,85,46,10,6,8.5,7.666666666666667,4,4,3,2,3
S166-2024-VeriAnalizi,Veri Analizi,Sütun Grafik – Eksik Veri ve Mantıksal Çıkarım,Grafikte verilen değerleri kullanarak eksik veriyi sınırlar ve olası/olası olmayan toplamı belirler.,Grafik Yorumlama + Problem Çözme,Analiz,4,Sütun Grafik,Verilen değerler → Eksik poğaça miktarının sınırlandırılması → Toplam üretimin olası değerleri → Uygun olmayan seçimi bulma,Toplam-fark ilişkisi | Maksimum-minimum bulma | İşlem sırası | Mantıksal çıkarım,Toplama | Karşılaştırma | Alt-üst sınır bulma | Çıkarım yapma,Kantin satış miktarları – üç gün boyunca ürün satışı,2024,D,images/veri_analizi_166.png,100,52,12,9,8.333333333333334,5.777777777777778,4,4,3,2,3
S167-2022-VeriAnalizi,Veri Analizi,Daire Grafik – Oran ve Karşılaştırma,İki farklı daire grafikte verilen oranları kullanarak oranlar arası ilişki kurar ve istenen oranı hesaplar.,Grafik Yorumlama + Oran Analizi,Analiz,3,İki Daire Grafik,Ekim grafiği → Kasım grafiği → AB grubu eşitliği → A(Ekim) / B(Kasım) oranı,Daire grafikte açı–oran ilişkisi | Oran-orantı | Karşılaştırma | Oran sadeleştirme,Oran kurma | Orantısal düşünme | Sadeleştirme | Karşılaştırma,Kan bağışı – kan gruplarına göre dağılım,2022,D,images/veri_analizi_167.png,107,40,15,7,7.133333333333334,5.714285714285714,4,4,3,2,3
S168-2022-VeriAnalizi,Veri Analizi,Grafik Dönüştürme ve Oran-Orantı,"Sütun ve daire grafiğinde verilen verileri ilişkilendirir, veriler arasında oran-orantı kurarak problem çözer.",Grafik Yorumlama ve Problem Çözme,Uygulama,3,Daire + Sütun Grafik,Daire → Sütun,Merkez açı hesaplama | Oran-orantı | Birim fiyat bulma,Oran | Orantı | Çarpma | Bölme,"Teknoloji ürünlerinin satış analizi (telefon, bilgisayar, tablet, televizyon)",2022,B,images/veri_analizi_168.png,110,77,13,8,8.461538461538462,9.625,3,4,2,3,2
S169-2020-VeriAnalizi,Veri Analizi,Daire Grafiği ve Zaman Hesaplama,"Daire grafiğinde verilen verileri yorumlar, verileri zamanla ilişkilendirerek problem çözer.",Zaman Hesaplama ve Grafik Yorumlama,Uygulama,3,Daire Grafik + Tablo,Açı → Zaman (Dakika),Daire grafiğinde merkez açı | Orantı kurma | Zaman hesaplama,Oran | Orantı | Dakika hesaplama | Toplama,Çocuk kanalı yayın akışı ve çizgi film süreleri,2020,B,images/veri_analizi_169.png,92,47,10,8,9.2,5.875,3,4,2,3,2
S170-2024-VeriAnalizi,Veri Analizi,Daire Grafiği ve Oran-Orantı,"Daire grafiğinde verilen verileri yorumlar, yüzde ve oran değişimlerini dikkate alarak yeni duruma göre daire grafiği oluşturur.",Grafik Yorumlama ve Dönüştürme,Uygulama,3,Daire Grafik,Daire → Daire (Oransal Değişim),Yüzde hesaplama | Oran-orantı | Daire grafiğinde merkez açı,Oran | Orantı | Yüzde hesaplama | Çarpma | Bölme,Bir manavda bir ay boyunca satılan meyvelerin dağılımı,2024,B,images/veri_analizi_170.png,128,54,17,8,7.529411764705882,6.75,3,5,2,2,2
S171-2023-VeriAnalizi,Veri Analizi,Daire Grafiği ve Oran-Orantı,Verilen oranlardan yararlanarak büyüklükleri hesaplar ve bunların dairesel grafikteki merkez açılarını yorumlar.,Grafik Yorumlama ve Orantıya Dayalı Problem,Uygulama,3,Daire Grafik (Seçenekler),Oran → Daire Grafiği,Oran-orantı | Daire grafiğinde merkez açı | Hayvanların ayak sayıları bilgisi,Oran | Çarpma | Toplama | Bölme,"Çiftlikteki keçi, koyun, horoz ve tavukların ayak sayılarının dağılımı",2023,C,images/veri_analizi_171.png,112,70,12,9,9.333333333333334,7.777777777777778,3,4,2,2,2
S172-2022-VeriAnalizi,Veri Analizi,Tablo ve Sütun Grafiğinden Daire Grafiğine Dönüştürme,"Tablo ve sütun grafiğinde verilen alış, satış ve satış miktarlarını kullanarak kâr hesaplar; bu kârların dairesel grafikteki merkez açılarını belirler.",Grafik Yorumlama ve Problem Çözme,Uygulama,3,Tablo + Sütun Grafik + Daire Grafik (Seçenekler),Tablo + Sütun → Daire,Alış ve satış fiyatı ilişkisi | Kâr hesaplama | Oran-orantı | Daire grafiğinde merkez açı,Çarpma | Çıkarma | Toplama | Oran | Orantı,Bir mağazada ürün satışlarından elde edilen kârların dağılımı,2022,C,images/veri_analizi_172.png,151,61,20,8,7.55,7.625,4,5,2,3,2
S173-2019-VeriAnalizi,Veri Analizi,Alan Hesaplama ve Daire Grafiği İlişkilendirme,"Dikdörtgen şeklindeki alan verilerini yorumlar, bu verilerle daire grafiği arasında ilişki kurarak problem çözer.",Alan Hesaplama ve Grafik Yorumlama,Uygulama,3,Dikdörtgen Alan + Daire Grafik,Alan (m²) → Daire (°),Alan hesaplama | Daire grafiğinde merkez açı | Oran-orantı,Çarpma | Toplama | Oran | Orantı,Bir tarlada ekili alanların ürün türüne göre dağılımı ve boş alanın bulunması,2019,B,images/veri_analizi_173.png,113,77,14,12,8.071428571428571,6.416666666666667,3,4,2,3,2
S174-2020-VeriAnalizi-GelirDagilimi,Veri Analizi,Tablodan Daire Grafiği Oluşturma,"Tablo hâlinde verilen ürün sayısı ve fiyatlarını kullanarak gelir hesaplar, gelirlerin dairesel grafikteki merkez açılarını belirler.",Grafik Oluşturma ve Yorumlama,Uygulama,2,Tablo + Daire Grafik (Seçenekler),Tablo (Ürün Sayısı x Fiyat) → Daire Grafiği,Çarpma işlemi | Toplam gelir hesaplama | Oran-orantı | Daire grafiğinde merkez açı,Çarpma | Toplama | Oran | Orantı,Mağazanın kampanya dönemindeki ürün satış gelirlerinin dağılımı,2020,D,images/veri_analizi_174.png,133,63,16,7,8.3125,9.0,4,4,2,3,2
S175-2023-VeriAnalizi-MeyveAgaclari,Veri Analizi,"Daire Grafiği, Yüzde ve Oran-Orantı","Daire grafiğinde verilen oranları kullanarak eleman sayısını hesaplar, tablo verisiyle ilişkilendirerek problem çözer.",Grafik Yorumlama ve Problem Çözme,Uygulama,2,Daire Grafik + Tablo,Daire (°) → Ağaç Sayısı → Toplam Ürün Miktarı,Yüzde hesaplama | Oran-orantı | Daire grafiğinde merkez açı | Çarpma ile toplam miktar bulma,Yüzde hesaplama | Oran | Çarpma | Bölme,Bir bahçedeki meyve veren ağaçların sayıca dağılımı ve yıllık ürün miktarı,2023,A,images/veri_analizi_175.png,118,74,13,11,9.076923076923077,6.7272727272727275,4,4,2,3,3
S176-2021-VeriAnalizi-Kulupler,Veri Analizi,Daire ve Sütun Grafiğini Birlikte Yorumlama,"Daire ve sütun grafiğinde verilen verileri ilişkilendirir, bu verilerden hareketle yüzdeye dayalı problem çözer.",Grafik Yorumlama ve Yüzde Problemi,Uygulama,3,Daire + Sütun Grafik,Daire → Sütun → Yüzde,Daire grafiğinde merkez açı | Oran-orantı | Yüzde hesaplama,Toplama | Oran | Orantı | Yüzde hesaplama,Okuldaki kulüp çalışmaları ve zeka oyunları etkinlikleri,2021,B,images/veri_analizi_176.png,112,56,14,7,8.0,8.0,3,4,2,3,3
S177-2020-VeriAnalizi-EkimAlanlari,Veri Analizi,Sütun Grafiğinden Daire Grafiğine Dönüştürme,Sütun grafiğinde verilen verileri ve değişim bilgilerini kullanarak yeni durum için daire grafiği oluşturur ve yorumlar.,Grafik Dönüştürme ve Yorumlama,Uygulama,3,Sütun Grafik + Daire Grafik (Seçenekler),Sütun (2018 ekim alanları) + Sözel Değişim → Daire (2019 oranları),Yüzde hesaplama | Artış ve azalış problemleri | Oran-orantı | Daire grafiğinde merkez açı,Toplama | Çıkarma | Çarpma | Yüzde hesaplama | Oran | Orantı,"Tarım ürünlerinin (buğday, arpa, mercimek, pirinç) ekim alanlarının yıllara göre değişimi",2020,B,images/veri_analizi_177.png,120,89,16,11,7.5,8.090909090909092,4,6,2,3,2
S178-2024-VeriAnalizi-MeyveSatis,Veri Analizi,Daire Grafiğinden Sütun Grafiğine Dönüştürme,"Daire grafiğinde verilen verileri kullanarak gerçek değerleri hesaplar, yüzde ilişkisini yorumlar ve buna uygun sütun grafiğini belirler.",Grafik Dönüştürme ve Yorumlama,Uygulama,3,Daire + Sütun Grafik (Seçenekler),Daire → Sütun,Daire grafiğinde merkez açı | Oran-orantı | Yüzde hesaplama | Toplamdan parça bulma,Toplama | Çarpma | Bölme | Yüzde hesaplama | Oran kurma,Bir manavda bir haftalık meyve satış miktarlarının analizi,2024,A,images/veri_analizi_178.png,137,58,17,8,8.058823529411764,7.25,4,5,2,3,2
S179-2019-VeriAnalizi-Taksit,Veri Analizi,Daire ve Sütun Grafiğini Birlikte Yorumlama,"Daire grafiğinde verilen toplam tutar dağılımını yorumlar, oran-orantı kurarak birim kareli sütun grafiğindeki taksit miktarlarını hesaplar.",Grafik Yorumlama ve Taksit Problemi,Uygulama,3,Daire + Sütun Grafik,Daire → Sütun,Daire grafiğinde merkez açı | Oran-orantı | Birim kareli grafikte sütun yüksekliğini okuma,Oran | Orantı | Toplama | Çarpma | Bölme,A ve B mağazalarına yapılan alışverişler ve A mağazasına ödenecek taksitler,2019,D,images/veri_analizi_179.png,140,75,16,11,8.75,6.818181818181818,3,5,2,3,2
S180-2023-VeriAnalizi-Anket,Veri Analizi,Daire Grafiği ve Oran-Orantı,"Daire grafiğinde verilen cinsiyet ve tercih nedenleri dağılımını yorumlar, oran-orantı ve verilen koşulları kullanarak toplam kişi sayısını hesaplar.",Grafik Yorumlama ve Çok Adımlı Problem,Analiz,4,İki Daire Grafik,Daire + Sözel Koşul → Öğrenci Sayısı,Daire grafiğinde merkez açı | Oran-orantı | Denklem kurma | Kesir-yüzde ilişkisi,Oran | Orantı | Denklem kurma | Toplama | Çarpma | Bölme,Elektrikli otomobil tercih nedenleri anketine katılan müşterilerin dağılımı,2023,C,images/veri_analizi_180.png,149,75,18,8,8.277777777777779,9.375,4,6,3,2,2
S181-2023-VeriAnalizi-Televizyon,Veri Analizi,İki Daire Grafiğini Yorumlama,"Daire grafiklerinde verilen oranları karşılaştırır, yıllara göre verilen artış-azalış bilgilerini kullanarak gerçek sayıları hesaplar.",Grafik Yorumlama ve Oran Problemi,Analiz,4,İki Daire Grafik,Daire (2019 ve 2020) + Sözel Değişim → Satış Sayısı,Daire grafiğinde merkez açı | Oran-orantı | Artış ve azalış problemleri,Oran | Orantı | Denklem kurma | Toplama | Çıkarma,"Bir elektronik mağazasında K, L ve M marka televizyonların yıllara göre satış dağılımı",2023,C,images/veri_analizi_181.png,134,86,14,13,9.571428571428571,6.615384615384615,3,5,3,2,2
S182-2024-VeriAnalizi-TrenYolcu,Veri Analizi,Sütun ve Daire Grafiğini Birlikte Yorumlama,"Sütun ve daire grafiğinde verilen verileri ilişkilendirir, verilen koşullara göre oran ve sayısal hesaplamalar yapar.",Grafik Yorumlama ve Oran Problemi,Analiz,4,Sütun + Daire Grafik,Sütun (Kadın–Erkek dağılımı) + Daire (Kadın yolcu oranları),Daire grafiğinde merkez açı | Oran-orantı | Toplam ve kısım ilişkisi | Birim kareli grafikte veri okuma,Oran | Orantı | Toplama | Çıkarma | Denklem kurma,Bir trenin farklı istasyonlardaki vagonlara göre kadın ve erkek yolcu dağılımı,2024,C,images/veri_analizi_182.png,117,78,15,11,7.8,7.090909090909091,4,5,3,3,1
S183-2025-VeriAnalizi-Lokanta,Veri Analizi,Sütun ve Daire Grafiğini Birlikte Yorumlama,"Sütun grafiğinde verilen porsiyon sayılarını ve daire grafiğinde verilen tuz dağılımını kullanarak birim miktar hesaplar, bu bilgilerle problem çözer.",Grafik Yorumlama ve Oran Problemi,Analiz,4,Sütun + Daire Grafik,Sütun (porsiyon sayısı) + Daire (tuz dağılımı) → Tuz miktarı,Daire grafiğinde merkez açı | Oran-orantı | Birim miktar hesaplama | Toplamdan parça bulma,Çarpma | Bölme | Toplama | Oran | Orantı,Lokantada hazırlanan yemek çeşitlerinin porsiyon sayıları ve tuz miktarlarının analizi,2025,D,images/veri_analizi_183.png,150,86,19,10,7.894736842105263,8.6,4,5,3,3,2
S184-2020-VeriAnalizi-YayinAkisi,Veri Analizi,Daire Grafiği ve Zaman Hesaplama,"Daire grafiğinde verilen açıları kullanarak süreleri hesaplar, bu süreleri 24 saatlik zaman dilimi üzerinde konumlandırarak program akışını belirler.",Zaman Çizelgesi Oluşturma ve Grafik Yorumlama,Uygulama,3,Daire Grafik + Tablo,Daire (merkez açı) → Süre (saat),Daire grafiğinde merkez açı | 360° ↔ 24 saat ilişkisinin kullanımı | Oran-orantı | Zaman hesaplama (başlangıç–bitiş saati),Oran | Orantı | Toplama | Çıkarma | Saat-dakika dönüşümü,Bir televizyon kanalının 24 saatlik yayın akışının program sürelerine göre dağılımı,2020,A,images/veri_analizi_184.png,149,83,18,11,8.277777777777779,7.545454545454546,4,5,2,3,2
S185-2022-VeriAnalizi-KitapTurleri,Veri Analizi,Daire Grafiğinden Sütun Grafiğine Dönüştürme,"Daire grafiğinde verilen kitap türü dağılımını yorumlar, merkez açıları oranlayarak sütun grafiğinde gösterilen kitap sayılarıyla ilişkilendirir.",Grafik Dönüştürme ve Yorumlama,Uygulama,2,Daire Grafik + Sütun Grafik (Seçenekler),Daire → Sütun,Daire grafiğinde merkez açı | Oran-orantı | Veri yorumlama,Oran | Orantı | Karşılaştırma,Ayşe’nin bir yılda okuduğu kitapların türlere göre dağılımı,2022,A,images/veri_analizi_185.png,145,59,16,8,9.0625,7.375,3,3,2,3,2
S186-2023-VeriAnalizi-Bilet,Veri Analizi,"Daire Grafiği, Tablo ve Yüzde Problemleri",Daire grafiğinde verilen dağılımı ve tabloda verilen birim fiyatları kullanarak toplam ücret ve bilet sayısı ile ilgili hesaplamalar yapar.,Grafik Yorumlama ve Problem Çözme,Analiz,4,Daire Grafik + Tablo,Daire (satılmayan bilet oranları) + Tablo (bilet ücretleri) → Toplam ücret ve bilet sayısı,Daire grafiğinde merkez açı | Oran-orantı | Yüzde hesaplama (satılan–satılmayan bilet oranı) | Birim fiyat ve toplam ücret ilişkisi,Oran | Orantı | Yüzde hesaplama | Çarpma | Bölme | Toplama,Stadyumda bloklara göre satılmayan biletlerin dağılımı ve toplam bilet sayısının bulunması,2023,B,images/veri_analizi_186.png,139,90,19,11,7.315789473684211,8.181818181818182,4,6,3,3,2
S187-2024-VeriAnalizi-MeyveliSut,Veri Analizi,Daire ve Sütun Grafiğini Birlikte Yorumlama,Daire grafiğinde verilen ürün miktarlarını ve sütun grafiğinde verilen toplam aroma miktarlarını kullanarak birim başına aroma miktarlarını oranlar.,Grafik Yorumlama ve Oran Problemi,Analiz,4,Daire + Sütun Grafik,Daire (üretim miktarı) + Sütun (toplam aroma miktarı) → Birim aroma oranı,Daire grafiğinde merkez açı | Oran-orantı | Birim miktar hesaplama,Oran | Orantı | Çarpma | Bölme,Bir süt fabrikasında üretilen muzlu ve çilekli sütlerde kullanılan aroma miktarlarının analizi,2024,D,images/veri_analizi_187.png,148,94,18,12,8.222222222222221,7.833333333333333,3,4,3,3,2
S188-2023-VeriAnalizi-MuzeZiyaret,Veri Analizi,Sütun Grafiğini Yorumlama,Sütun grafiğinde verilen verileri okuyarak nicel karşılaştırmalar yapar ve bu verilere uygun tabloyu seçer.,Grafik Yorumlama ve Tablo Eşleştirme,Uygulama,2,Sütun Grafik + Tablo (Seçenekler),Sütun → Tablo,Sütun grafiğinde yükseklik okuma | Veri karşılaştırma | Artan-azalan ilişkiyi yorumlama,Karşılaştırma | Sıralama | Yaklaşık değer okuma,Bir müzeyi gün içinde farklı saatlerde ziyaret eden kişi sayısının analizi,2023,B,images/veri_analizi_188.png,107,74,14,11,7.642857142857143,6.7272727272727275,3,3,2,3,2
S189-2023-VeriAnalizi-AgacFidan,Veri Analizi,Daire ve Sütun Grafiğini Birlikte Yorumlama,Daire grafiğinde verilen merkez açı ölçülerinden yola çıkarak veri miktarlarını belirler ve bunları sütun grafikleri ile karşılaştırır.,Grafik Yorumlama ve Eşleştirme,Analiz,3,Daire Grafik + Sütun Grafik (Seçenekler),Daire (merkez açı → alan) → Sütun Grafik Eşleştirme,Daire grafiğinde merkez açı | Oran-orantı | Sütun grafiği okuma | Toplamın parçaya dağıtılması,Oran bulma | Açı-pay ilişkisi | Karşılaştırma | Veriyi grafikle eşleştirme,48 dönümlük arazide yetiştirilen meyve fidanlarının türlere göre dağılımı,2023,B,images/veri_analizi_189.png,135,73,17,9,7.9411764705882355,8.11111111111111,4,4,3,3,3
S190-2021-VeriAnalizi-OkulDagilim,Veri Analizi,Daire Grafiği ve Merkez Açı Hesaplama,Daire grafiğinde verilen oranları kullanarak merkez açıları hesaplar.,Oran Problemi ve Merkez Açı Hesaplama,Analiz,4,Daire Grafik,Daire Grafik (oranlar → merkez açı),Oran-orantı | Daire grafiği | Merkez açı hesabı | Toplamın parçaya dağıtılması,Oran bulma | Açı hesaplama | Toplam paylaştırma | Mantıksal ilişki kurma,Malatya ilinde öğrencilerin okullarına göre dağılımı,2021,D,images/veri_analizi_190.png,69,52,8,6,8.625,8.666666666666666,4,4,3,2,2
S191-2022-VeriAnalizi-SinifTamlama,Veri Analizi,Daire Grafiği ve Oranların Yorumlanması,Verilen oran ve öğrenci sayılarını kullanarak sınıfların toplam öğrenci sayılarını belirler ve daire grafiği ile eşleştirir.,Oran Problemi + Daire Grafik Eşleştirme,Analiz,4,Daire Grafik (Seçenekler),Oranlardan öğrenci sayısı bulma → Daire grafik oluşturma,Yüzde–oran ilişkisi | Daire grafiği merkez açı hesaplama | Toplam öğrenci sayısı bulma | Karşılaştırma yapma,Oran bulma | Yüzdeyi sayıya çevirme | Merkez açı hesaplama | Grafik eşleştirme,6. sınıflarda EBA üzerinden etkinlik tamamlama durumlarının değerlendirilmesi,2022,B,images/veri_analizi_191.png,124,77,16,8,7.75,9.625,4,4,3,2,2
S192-2020-VeriAnalizi-BalikSayilari,Veri Analizi,Tablo ve Daire Grafiğini Birlikte Yorumlama,Tablodaki sayısal verileri daire grafiğindeki merkez açı ölçüleriyle ilişkilendirerek eksik veri miktarını belirler.,Karma Grafik Yorumlama ve Oran Problemi,Analiz,4,Tablo + Daire Grafik,Tablo (sayılar) + Daire Grafik (merkez açılar) → Eksik değeri bulma,Merkez açı hesaplama | Oran-orantı | Toplam veri bulma | Grafik okuma,Oran bulma | Daire grafiği paylaştırma | Toplamdan eksik parçayı bulma | Açı–oran ilişkisi,Hayvanat bahçesinde balık türlerinin dağılımı,2020,C,images/veri_analizi_192.png,116,45,13,5,8.923076923076923,9.0,4,4,3,3,2
